municipality,citizenship_status,year,working_age_population
Favrskov,Foreign citizen,2021,2189
Favrskov,Foreign citizen,2022,2332
Favrskov,Foreign citizen,2023,2601
Favrskov,Foreign citizen,2024,2680
Favrskov,Foreign citizen,2025,2711
Favrskov,Foreign citizen,2026,2845
Faxe,Danish citizen,2008,22330
Faxe,Danish citizen,2009,22242
Faxe,Danish citizen,2010,21898
Faxe,Danish citizen,2011,21728
Faxe,Danish citizen,2012,21434
Faxe,Danish citizen,2013,21248
Faxe,Danish citizen,2014,20995
Faxe,Danish citizen,2015,20888
Faxe,Danish citizen,2016,20769
Faxe,Danish citizen,2017,20784
Faxe,Danish citizen,2018,20763
Faxe,Danish citizen,2019,20846
Faxe,Danish citizen,2020,20798
Faxe,Danish citizen,2021,20658
Faxe,Danish citizen,2022,20738
Faxe,Danish citizen,2023,20534
Faxe,Danish citizen,2024,20645
Faxe,Danish citizen,2025,20544
Faxe,Danish citizen,2026,20455
Faxe,Foreign citizen,2008,729
Faxe,Foreign citizen,2009,722
Faxe,Foreign citizen,2010,797
Faxe,Foreign citizen,2011,826
Faxe,Foreign citizen,2012,880
Faxe,Foreign citizen,2013,968
Faxe,Foreign citizen,2014,1099
Faxe,Foreign citizen,2015,1200
Faxe,Foreign citizen,2016,1584
Faxe,Foreign citizen,2017,1659
Faxe,Foreign citizen,2018,1757
Faxe,Foreign citizen,2019,1839
Faxe,Foreign citizen,2020,1907
Faxe,Foreign citizen,2021,2080
Faxe,Foreign citizen,2022,2257
Faxe,Foreign citizen,2023,2537
Faxe,Foreign citizen,2024,2715
Faxe,Foreign citizen,2025,2849
Faxe,Foreign citizen,2026,2967
Fredensborg,Danish citizen,2008,23245
Fredensborg,Danish citizen,2009,23047
Fredensborg,Danish citizen,2010,22760
Fredensborg,Danish citizen,2011,22596
Fredensborg,Danish citizen,2012,22347
Fredensborg,Danish citizen,2013,22005
Fredensborg,Danish citizen,2014,21745
Fredensborg,Danish citizen,2015,21545
Fredensborg,Danish citizen,2016,21305
Fredensborg,Danish citizen,2017,21329
Fredensborg,Danish citizen,2018,21177
Fredensborg,Danish citizen,2019,20945
Fredensborg,Danish citizen,2020,20589
Fredensborg,Danish citizen,2021,20514
Fredensborg,Danish citizen,2022,20512
Fredensborg,Danish citizen,2023,20532
Fredensborg,Danish citizen,2024,20620
Fredensborg,Danish citizen,2025,20469
Fredensborg,Danish citizen,2026,20381
Fredensborg,Foreign citizen,2008,2083
Fredensborg,Foreign citizen,2009,2173
Fredensborg,Foreign citizen,2010,2220
Fredensborg,Foreign citizen,2011,2272
Fredensborg,Foreign citizen,2012,2442
Fredensborg,Foreign citizen,2013,2467
Fredensborg,Foreign citizen,2014,2586
Fredensborg,Foreign citizen,2015,2704
Fredensborg,Foreign citizen,2016,2990
Fredensborg,Foreign citizen,2017,3193
Fredensborg,Foreign citizen,2018,3392
Fredensborg,Foreign citizen,2019,3542
Fredensborg,Foreign citizen,2020,3628
Fredensborg,Foreign citizen,2021,3627
Fredensborg,Foreign citizen,2022,3684
Fredensborg,Foreign citizen,2023,3891
Fredensborg,Foreign citizen,2024,4008
Fredensborg,Foreign citizen,2025,4172
Fredensborg,Foreign citizen,2026,4310
Fredericia,Danish citizen,2008,30693
Fredericia,Danish citizen,2009,30528
Fredericia,Danish citizen,2010,30346
Fredericia,Danish citizen,2011,30232
Fredericia,Danish citizen,2012,29998
Fredericia,Danish citizen,2013,29794
Fredericia,Danish citizen,2014,29517
Fredericia,Danish citizen,2015,29401
Fredericia,Danish citizen,2016,29316
Fredericia,Danish citizen,2017,29382
Fredericia,Danish citizen,2018,29481
Fredericia,Danish citizen,2019,29407
Fredericia,Danish citizen,2020,29273
Fredericia,Danish citizen,2021,29034
Fredericia,Danish citizen,2022,29027
Fredericia,Danish citizen,2023,29102
Fredericia,Danish citizen,2024,28995
Fredericia,Danish citizen,2025,28887
Fredericia,Danish citizen,2026,28792
Fredericia,Foreign citizen,2008,1532
Fredericia,Foreign citizen,2009,1650
Fredericia,Foreign citizen,2010,1784
Fredericia,Foreign citizen,2011,1868
Fredericia,Foreign citizen,2012,1998
Fredericia,Foreign citizen,2013,2122
Fredericia,Foreign citizen,2014,2245
Fredericia,Foreign citizen,2015,2371
Fredericia,Foreign citizen,2016,2583
Fredericia,Foreign citizen,2017,2589
Fredericia,Foreign citizen,2018,2739
Fredericia,Foreign citizen,2019,2842
Fredericia,Foreign citizen,2020,2943
Fredericia,Foreign citizen,2021,3018
Fredericia,Foreign citizen,2022,3208
Fredericia,Foreign citizen,2023,3587
Fredericia,Foreign citizen,2024,3840
Fredericia,Foreign citizen,2025,3989
Fredericia,Foreign citizen,2026,4241
Frederiksberg,Danish citizen,2008,57492
Frederiksberg,Danish citizen,2009,57754
Frederiksberg,Danish citizen,2010,58518
Frederiksberg,Danish citizen,2011,59241
Frederiksberg,Danish citizen,2012,59494
Frederiksberg,Danish citizen,2013,59894
Frederiksberg,Danish citizen,2014,60053
Frederiksberg,Danish citizen,2015,59972
Frederiksberg,Danish citizen,2016,60212
Frederiksberg,Danish citizen,2017,60066
Frederiksberg,Danish citizen,2018,59874
Frederiksberg,Danish citizen,2019,59619
Frederiksberg,Danish citizen,2020,59563
Frederiksberg,Danish citizen,2021,59493
Frederiksberg,Danish citizen,2022,59598
Frederiksberg,Danish citizen,2023,59992
Frederiksberg,Danish citizen,2024,60129
Frederiksberg,Danish citizen,2025,60591
Frederiksberg,Danish citizen,2026,60796
Frederiksberg,Foreign citizen,2008,7468
Frederiksberg,Foreign citizen,2009,8103
Frederiksberg,Foreign citizen,2010,8247
Frederiksberg,Foreign citizen,2011,8845
Frederiksberg,Foreign citizen,2012,9337
Frederiksberg,Foreign citizen,2013,10049
Frederiksberg,Foreign citizen,2014,10107
Frederiksberg,Foreign citizen,2015,10266
Frederiksberg,Foreign citizen,2016,10992
Frederiksberg,Foreign citizen,2017,11411
Frederiksberg,Foreign citizen,2018,10991
Frederiksberg,Foreign citizen,2019,10729
Frederiksberg,Foreign citizen,2020,10985
Frederiksberg,Foreign citizen,2021,10628
Frederiksberg,Foreign citizen,2022,10729
Frederiksberg,Foreign citizen,2023,11469
Frederiksberg,Foreign citizen,2024,11708
Frederiksberg,Foreign citizen,2025,12171
Frederiksberg,Foreign citizen,2026,12354
Frederikshavn,Danish citizen,2008,39045
Frederikshavn,Danish citizen,2009,38518
Frederikshavn,Danish citizen,2010,37788
Frederikshavn,Danish citizen,2011,37176
Frederikshavn,Danish citizen,2012,36491
Frederikshavn,Danish citizen,2013,35866
Frederikshavn,Danish citizen,2014,35189
Frederikshavn,Danish citizen,2015,34638
Frederikshavn,Danish citizen,2016,34121
Frederikshavn,Danish citizen,2017,33778
Frederikshavn,Danish citizen,2018,33286
Frederikshavn,Danish citizen,2019,32686
Frederikshavn,Danish citizen,2020,32124
Frederikshavn,Danish citizen,2021,31452
Frederikshavn,Danish citizen,2022,31113
Frederikshavn,Danish citizen,2023,30595
Frederikshavn,Danish citizen,2024,30107
Frederikshavn,Danish citizen,2025,29578
Frederikshavn,Danish citizen,2026,29099
Frederikshavn,Foreign citizen,2008,1375
Frederikshavn,Foreign citizen,2009,1439
Frederikshavn,Foreign citizen,2010,1487
Frederikshavn,Foreign citizen,2011,1532
Frederikshavn,Foreign citizen,2012,1605
Frederikshavn,Foreign citizen,2013,1791
Frederikshavn,Foreign citizen,2014,2027
Frederikshavn,Foreign citizen,2015,2255
Frederikshavn,Foreign citizen,2016,2484
Frederikshavn,Foreign citizen,2017,2734
Frederikshavn,Foreign citizen,2018,2854
Frederikshavn,Foreign citizen,2019,3086
Frederikshavn,Foreign citizen,2020,3135
Frederikshavn,Foreign citizen,2021,3071
Frederikshavn,Foreign citizen,2022,3205
Frederikshavn,Foreign citizen,2023,3600
Frederikshavn,Foreign citizen,2024,3649
Frederikshavn,Foreign citizen,2025,3731
Frederikshavn,Foreign citizen,2026,3846
Frederikssund,Danish citizen,2008,26971
Frederikssund,Danish citizen,2009,26759
Frederikssund,Danish citizen,2010,26436
Frederikssund,Danish citizen,2011,26224
Frederikssund,Danish citizen,2012,25939
Frederikssund,Danish citizen,2013,25773
Frederikssund,Danish citizen,2014,25640
Frederikssund,Danish citizen,2015,25547
Frederikssund,Danish citizen,2016,25513
Frederikssund,Danish citizen,2017,25607
Frederikssund,Danish citizen,2018,25580
Frederikssund,Danish citizen,2019,25455
Frederikssund,Danish citizen,2020,25384
Frederikssund,Danish citizen,2021,25418
Frederikssund,Danish citizen,2022,25493
Frederikssund,Danish citizen,2023,25457
Frederikssund,Danish citizen,2024,25333
Frederikssund,Danish citizen,2025,25519
Frederikssund,Danish citizen,2026,25500
Frederikssund,Foreign citizen,2008,1156
Frederikssund,Foreign citizen,2009,1201
Frederikssund,Foreign citizen,2010,1207
Frederikssund,Foreign citizen,2011,1299
Frederikssund,Foreign citizen,2012,1337
Frederikssund,Foreign citizen,2013,1373
Frederikssund,Foreign citizen,2014,1431
Frederikssund,Foreign citizen,2015,1490
Frederikssund,Foreign citizen,2016,1679
Frederikssund,Foreign citizen,2017,1793
Frederikssund,Foreign citizen,2018,1822
Frederikssund,Foreign citizen,2019,1906
Frederikssund,Foreign citizen,2020,1904
Frederikssund,Foreign citizen,2021,1927
Frederikssund,Foreign citizen,2022,2017
Frederikssund,Foreign citizen,2023,2241
Frederikssund,Foreign citizen,2024,2479
Frederikssund,Foreign citizen,2025,2710
Frederikssund,Foreign citizen,2026,2874
Furesø,Danish citizen,2008,21471
Furesø,Danish citizen,2009,21368
Furesø,Danish citizen,2010,21311
Furesø,Danish citizen,2011,21306
Furesø,Danish citizen,2012,21049
Furesø,Danish citizen,2013,20762
Furesø,Danish citizen,2014,20787
Furesø,Danish citizen,2015,20912
Furesø,Danish citizen,2016,21315
Furesø,Danish citizen,2017,21251
Furesø,Danish citizen,2018,21159
Furesø,Danish citizen,2019,20961
Furesø,Danish citizen,2020,20844
Furesø,Danish citizen,2021,20795
Furesø,Danish citizen,2022,20945
Furesø,Danish citizen,2023,21175
Furesø,Danish citizen,2024,21370
Furesø,Danish citizen,2025,21277
Furesø,Danish citizen,2026,21326
Furesø,Foreign citizen,2008,1802
Furesø,Foreign citizen,2009,1924
Furesø,Foreign citizen,2010,2072
Furesø,Foreign citizen,2011,2038
Furesø,Foreign citizen,2012,2080
Furesø,Foreign citizen,2013,2111
Furesø,Foreign citizen,2014,2166
Furesø,Foreign citizen,2015,2376
Furesø,Foreign citizen,2016,2743
Furesø,Foreign citizen,2017,3000
Furesø,Foreign citizen,2018,3134
Furesø,Foreign citizen,2019,3342
Furesø,Foreign citizen,2020,3241
Furesø,Foreign citizen,2021,3164
Furesø,Foreign citizen,2022,3210
Furesø,Foreign citizen,2023,3376
Furesø,Foreign citizen,2024,3540
Furesø,Foreign citizen,2025,3525
Furesø,Foreign citizen,2026,3690
Gentofte,Danish citizen,2008,39137
Gentofte,Danish citizen,2009,39208
Gentofte,Danish citizen,2010,39700
Gentofte,Danish citizen,2011,39628
Gentofte,Danish citizen,2012,39718
Gentofte,Danish citizen,2013,39775
Gentofte,Danish citizen,2014,39803
Gentofte,Danish citizen,2015,39731
Gentofte,Danish citizen,2016,39472
Gentofte,Danish citizen,2017,39354
Gentofte,Danish citizen,2018,39120
Gentofte,Danish citizen,2019,38789
Gentofte,Danish citizen,2020,38526
Gentofte,Danish citizen,2021,38545
Gentofte,Danish citizen,2022,38260
Gentofte,Danish citizen,2023,38426
Gentofte,Danish citizen,2024,38416
Gentofte,Danish citizen,2025,38430
Gentofte,Danish citizen,2026,38458
Gentofte,Foreign citizen,2008,4177
Gentofte,Foreign citizen,2009,4628
Gentofte,Foreign citizen,2010,5008
Gentofte,Foreign citizen,2011,5322
Gentofte,Foreign citizen,2012,5688
Gentofte,Foreign citizen,2013,5736
Gentofte,Foreign citizen,2014,6205
Gentofte,Foreign citizen,2015,6749
Gentofte,Foreign citizen,2016,7299
Gentofte,Foreign citizen,2017,7636
Gentofte,Foreign citizen,2018,7651
Gentofte,Foreign citizen,2019,7293
Gentofte,Foreign citizen,2020,7277
Gentofte,Foreign citizen,2021,6973
Gentofte,Foreign citizen,2022,6777
Gentofte,Foreign citizen,2023,7188
Gentofte,Foreign citizen,2024,7399
Gentofte,Foreign citizen,2025,7525
Gentofte,Foreign citizen,2026,7607
Gladsaxe,Danish citizen,2008,37155
Gladsaxe,Danish citizen,2009,37398
Gladsaxe,Danish citizen,2010,37682
Gladsaxe,Danish citizen,2011,37899
Gladsaxe,Danish citizen,2012,37712
Gladsaxe,Danish citizen,2013,37843
Gladsaxe,Danish citizen,2014,37782
Gladsaxe,Danish citizen,2015,37770
Gladsaxe,Danish citizen,2016,37724
Gladsaxe,Danish citizen,2017,38068
Gladsaxe,Danish citizen,2018,38162
Gladsaxe,Danish citizen,2019,37798
Gladsaxe,Danish citizen,2020,37284
Gladsaxe,Danish citizen,2021,37104
Gladsaxe,Danish citizen,2022,36841
Gladsaxe,Danish citizen,2023,36746
Gladsaxe,Danish citizen,2024,36730
Gladsaxe,Danish citizen,2025,36532
Gladsaxe,Danish citizen,2026,36296
Gladsaxe,Foreign citizen,2008,3383
Gladsaxe,Foreign citizen,2009,3653
Gladsaxe,Foreign citizen,2010,4004
Gladsaxe,Foreign citizen,2011,4297
Gladsaxe,Foreign citizen,2012,4583
Gladsaxe,Foreign citizen,2013,4846
Gladsaxe,Foreign citizen,2014,5294
Gladsaxe,Foreign citizen,2015,5735
Gladsaxe,Foreign citizen,2016,6323
Gladsaxe,Foreign citizen,2017,6661
Gladsaxe,Foreign citizen,2018,7055
Gladsaxe,Foreign citizen,2019,7445
Gladsaxe,Foreign citizen,2020,7320
Gladsaxe,Foreign citizen,2021,7318
Gladsaxe,Foreign citizen,2022,7606
Gladsaxe,Foreign citizen,2023,8385
Gladsaxe,Foreign citizen,2024,8949
Gladsaxe,Foreign citizen,2025,9527
Gladsaxe,Foreign citizen,2026,9903
Glostrup,Danish citizen,2008,12562
Glostrup,Danish citizen,2009,12658
Glostrup,Danish citizen,2010,12703
Glostrup,Danish citizen,2011,12677
Glostrup,Danish citizen,2012,12710
Glostrup,Danish citizen,2013,12737
Glostrup,Danish citizen,2014,12763
Glostrup,Danish citizen,2015,12743
Glostrup,Danish citizen,2016,12643
Glostrup,Danish citizen,2017,12572
Glostrup,Danish citizen,2018,12502
Glostrup,Danish citizen,2019,12451
Glostrup,Danish citizen,2020,12709
Glostrup,Danish citizen,2021,12871
Glostrup,Danish citizen,2022,12818
Glostrup,Danish citizen,2023,12734
Glostrup,Danish citizen,2024,12548
Glostrup,Danish citizen,2025,12887
Glostrup,Danish citizen,2026,13026
Glostrup,Foreign citizen,2008,941
Glostrup,Foreign citizen,2009,1076
Glostrup,Foreign citizen,2010,1156
Glostrup,Foreign citizen,2011,1166
Glostrup,Foreign citizen,2012,1239
Glostrup,Foreign citizen,2013,1320
Glostrup,Foreign citizen,2014,1417
Glostrup,Foreign citizen,2015,1600
Glostrup,Foreign citizen,2016,1791
Glostrup,Foreign citizen,2017,1898
Glostrup,Foreign citizen,2018,2046
Glostrup,Foreign citizen,2019,2094
Glostrup,Foreign citizen,2020,2189
Glostrup,Foreign citizen,2021,2241
Glostrup,Foreign citizen,2022,2420
Glostrup,Foreign citizen,2023,2645
Glostrup,Foreign citizen,2024,2824
Glostrup,Foreign citizen,2025,3480
Glostrup,Foreign citizen,2026,4092
Greve,Danish citizen,2008,29530
Greve,Danish citizen,2009,29137
Greve,Danish citizen,2010,28644
Greve,Danish citizen,2011,28337
Greve,Danish citizen,2012,27873
Greve,Danish citizen,2013,27609
Greve,Danish citizen,2014,27320
Greve,Danish citizen,2015,27343
Greve,Danish citizen,2016,27403
Greve,Danish citizen,2017,27380
Greve,Danish citizen,2018,27185
Greve,Danish citizen,2019,27155
Greve,Danish citizen,2020,27020
Greve,Danish citizen,2021,26778
Greve,Danish citizen,2022,26841
Greve,Danish citizen,2023,26956
Greve,Danish citizen,2024,27233
Greve,Danish citizen,2025,27854
Greve,Danish citizen,2026,27990
Greve,Foreign citizen,2008,1800
Greve,Foreign citizen,2009,1932
Greve,Foreign citizen,2010,1962
Greve,Foreign citizen,2011,2057
Greve,Foreign citizen,2012,2121
Greve,Foreign citizen,2013,2137
Greve,Foreign citizen,2014,2312
Greve,Foreign citizen,2015,2780
Greve,Foreign citizen,2016,3064
Greve,Foreign citizen,2017,3110
Greve,Foreign citizen,2018,3218
Greve,Foreign citizen,2019,3403
Greve,Foreign citizen,2020,3643
Greve,Foreign citizen,2021,3707
Greve,Foreign citizen,2022,3902
Greve,Foreign citizen,2023,4261
Greve,Foreign citizen,2024,4556
Greve,Foreign citizen,2025,4968
Greve,Foreign citizen,2026,5245
Gribskov,Danish citizen,2008,24973
Gribskov,Danish citizen,2009,24723
Gribskov,Danish citizen,2010,24453
Gribskov,Danish citizen,2011,24066
Gribskov,Danish citizen,2012,23591
Gribskov,Danish citizen,2013,23295
Gribskov,Danish citizen,2014,23102
Gribskov,Danish citizen,2015,22816
Gribskov,Danish citizen,2016,22704
Gribskov,Danish citizen,2017,22605
Gribskov,Danish citizen,2018,22457
Gribskov,Danish citizen,2019,22378
Gribskov,Danish citizen,2020,22095
Gribskov,Danish citizen,2021,21923
Gribskov,Danish citizen,2022,21838
Gribskov,Danish citizen,2023,21772
Gribskov,Danish citizen,2024,21744
Gribskov,Danish citizen,2025,21378
Gribskov,Danish citizen,2026,21199
Gribskov,Foreign citizen,2008,1025
Gribskov,Foreign citizen,2009,1160
Gribskov,Foreign citizen,2010,1140
Gribskov,Foreign citizen,2011,1175
Gribskov,Foreign citizen,2012,1243
Gribskov,Foreign citizen,2013,1329
Gribskov,Foreign citizen,2014,1380
Gribskov,Foreign citizen,2015,1520
Gribskov,Foreign citizen,2016,1744
Gribskov,Foreign citizen,2017,1804
Gribskov,Foreign citizen,2018,1857
Gribskov,Foreign citizen,2019,1918
Gribskov,Foreign citizen,2020,1891
Gribskov,Foreign citizen,2021,1920
Gribskov,Foreign citizen,2022,1989
Gribskov,Foreign citizen,2023,2240
Gribskov,Foreign citizen,2024,2372
Gribskov,Foreign citizen,2025,2434
Gribskov,Foreign citizen,2026,2442
Guldborgsund,Danish citizen,2008,38905
Guldborgsund,Danish citizen,2009,38488
Guldborgsund,Danish citizen,2010,37979
Guldborgsund,Danish citizen,2011,37479
Guldborgsund,Danish citizen,2012,36631
Guldborgsund,Danish citizen,2013,35761
Guldborgsund,Danish citizen,2014,35261
Guldborgsund,Danish citizen,2015,34834
Guldborgsund,Danish citizen,2016,34500
Guldborgsund,Danish citizen,2017,34319
Guldborgsund,Danish citizen,2018,34062
Guldborgsund,Danish citizen,2019,33613
Guldborgsund,Danish citizen,2020,33145
Guldborgsund,Danish citizen,2021,32813
Guldborgsund,Danish citizen,2022,32498
Guldborgsund,Danish citizen,2023,32134
Guldborgsund,Danish citizen,2024,31662
Guldborgsund,Danish citizen,2025,31230
Guldborgsund,Danish citizen,2026,30902
Guldborgsund,Foreign citizen,2008,1657
Guldborgsund,Foreign citizen,2009,1692
Guldborgsund,Foreign citizen,2010,1751
Guldborgsund,Foreign citizen,2011,1795
Guldborgsund,Foreign citizen,2012,1835
Guldborgsund,Foreign citizen,2013,1920
Guldborgsund,Foreign citizen,2014,2031
Guldborgsund,Foreign citizen,2015,2155
Guldborgsund,Foreign citizen,2016,2415
Guldborgsund,Foreign citizen,2017,2610
Guldborgsund,Foreign citizen,2018,2614
Guldborgsund,Foreign citizen,2019,2700
Guldborgsund,Foreign citizen,2020,2786
Guldborgsund,Foreign citizen,2021,2661
Guldborgsund,Foreign citizen,2022,2790
Guldborgsund,Foreign citizen,2023,3161
Guldborgsund,Foreign citizen,2024,3262
Guldborgsund,Foreign citizen,2025,3258
Guldborgsund,Foreign citizen,2026,3326
Haderslev,Danish citizen,2008,34615
Haderslev,Danish citizen,2009,34417
Haderslev,Danish citizen,2010,34160
Haderslev,Danish citizen,2011,33758
Haderslev,Danish citizen,2012,33427
Haderslev,Danish citizen,2013,33059
Haderslev,Danish citizen,2014,32769
Haderslev,Danish citizen,2015,32410
Haderslev,Danish citizen,2016,32077
Haderslev,Danish citizen,2017,31801
Haderslev,Danish citizen,2018,31562
Haderslev,Danish citizen,2019,31097
Haderslev,Danish citizen,2020,30730
Haderslev,Danish citizen,2021,30433
Haderslev,Danish citizen,2022,30055
Haderslev,Danish citizen,2023,29461
Haderslev,Danish citizen,2024,29146
Haderslev,Danish citizen,2025,28879
Haderslev,Danish citizen,2026,28539
Haderslev,Foreign citizen,2008,1648
Haderslev,Foreign citizen,2009,1848
Haderslev,Foreign citizen,2010,1914
Haderslev,Foreign citizen,2011,2011
Haderslev,Foreign citizen,2012,2125
Haderslev,Foreign citizen,2013,2286
Haderslev,Foreign citizen,2014,2338
Haderslev,Foreign citizen,2015,2589
Haderslev,Foreign citizen,2016,2837
Haderslev,Foreign citizen,2017,2937
Haderslev,Foreign citizen,2018,3034
Haderslev,Foreign citizen,2019,3187
Haderslev,Foreign citizen,2020,3332
Haderslev,Foreign citizen,2021,3337
Haderslev,Foreign citizen,2022,3609
Haderslev,Foreign citizen,2023,4094
Haderslev,Foreign citizen,2024,4376
Haderslev,Foreign citizen,2025,4581
Haderslev,Foreign citizen,2026,4718
Halsnæs,Danish citizen,2008,18811
Halsnæs,Danish citizen,2009,18709
Halsnæs,Danish citizen,2010,18482
Halsnæs,Danish citizen,2011,18257
Halsnæs,Danish citizen,2012,17964
Halsnæs,Danish citizen,2013,17597
Halsnæs,Danish citizen,2014,17332
Halsnæs,Danish citizen,2015,17181
Halsnæs,Danish citizen,2016,17185
Halsnæs,Danish citizen,2017,17108
Halsnæs,Danish citizen,2018,16927
Halsnæs,Danish citizen,2019,16784
Halsnæs,Danish citizen,2020,16766
Halsnæs,Danish citizen,2021,16594
Halsnæs,Danish citizen,2022,16381
Halsnæs,Danish citizen,2023,16152
Halsnæs,Danish citizen,2024,16009
Halsnæs,Danish citizen,2025,15891
Halsnæs,Danish citizen,2026,15736
Halsnæs,Foreign citizen,2008,1095
Halsnæs,Foreign citizen,2009,1162
Halsnæs,Foreign citizen,2010,1151
Halsnæs,Foreign citizen,2011,1167
Halsnæs,Foreign citizen,2012,1216
Halsnæs,Foreign citizen,2013,1262
Halsnæs,Foreign citizen,2014,1315
Halsnæs,Foreign citizen,2015,1443
Halsnæs,Foreign citizen,2016,1586
Halsnæs,Foreign citizen,2017,1700
Halsnæs,Foreign citizen,2018,1729
Halsnæs,Foreign citizen,2019,1818
Halsnæs,Foreign citizen,2020,1864
Halsnæs,Foreign citizen,2021,1897
Halsnæs,Foreign citizen,2022,1929
Halsnæs,Foreign citizen,2023,2159
Halsnæs,Foreign citizen,2024,2264
Halsnæs,Foreign citizen,2025,2410
Halsnæs,Foreign citizen,2026,2568
Hedensted,Danish citizen,2008,27868
Hedensted,Danish citizen,2009,27900
Hedensted,Danish citizen,2010,27846
Hedensted,Danish citizen,2011,27680
Hedensted,Danish citizen,2012,27472
Hedensted,Danish citizen,2013,27266
Hedensted,Danish citizen,2014,26955
Hedensted,Danish citizen,2015,27039
Hedensted,Danish citizen,2016,26902
Hedensted,Danish citizen,2017,26910
Hedensted,Danish citizen,2018,26753
Hedensted,Danish citizen,2019,26670
Hedensted,Danish citizen,2020,26657
Hedensted,Danish citizen,2021,26593
Hedensted,Danish citizen,2022,26513
Hedensted,Danish citizen,2023,26538
Hedensted,Danish citizen,2024,26391
Hedensted,Danish citizen,2025,26461
Hedensted,Danish citizen,2026,26410
Hedensted,Foreign citizen,2008,1041
Hedensted,Foreign citizen,2009,1205
Hedensted,Foreign citizen,2010,1209
Hedensted,Foreign citizen,2011,1242
Hedensted,Foreign citizen,2012,1323
Hedensted,Foreign citizen,2013,1355
Hedensted,Foreign citizen,2014,1442
Hedensted,Foreign citizen,2015,1602
Hedensted,Foreign citizen,2016,1815
Hedensted,Foreign citizen,2017,1998
Hedensted,Foreign citizen,2018,2105
Hedensted,Foreign citizen,2019,2272
Hedensted,Foreign citizen,2020,2335
Hedensted,Foreign citizen,2021,2436
Hedensted,Foreign citizen,2022,2664
Hedensted,Foreign citizen,2023,2989
Hedensted,Foreign citizen,2024,3107
Hedensted,Foreign citizen,2025,3280
Hedensted,Foreign citizen,2026,3582
Helsingør,Danish citizen,2008,35990
Helsingør,Danish citizen,2009,35714
Helsingør,Danish citizen,2010,35540
Helsingør,Danish citizen,2011,35348
Helsingør,Danish citizen,2012,35091
Helsingør,Danish citizen,2013,34792
Helsingør,Danish citizen,2014,34662
Helsingør,Danish citizen,2015,34500
Helsingør,Danish citizen,2016,34488
Helsingør,Danish citizen,2017,34396
Helsingør,Danish citizen,2018,34338
Helsingør,Danish citizen,2019,34293
Helsingør,Danish citizen,2020,34120
Helsingør,Danish citizen,2021,34070
Helsingør,Danish citizen,2022,33768
Helsingør,Danish citizen,2023,33736
Helsingør,Danish citizen,2024,33906
Helsingør,Danish citizen,2025,33760
Helsingør,Danish citizen,2026,33468
Helsingør,Foreign citizen,2008,2653
Helsingør,Foreign citizen,2009,2841
Helsingør,Foreign citizen,2010,2807
Helsingør,Foreign citizen,2011,2842
Helsingør,Foreign citizen,2012,2953
Helsingør,Foreign citizen,2013,3066
Helsingør,Foreign citizen,2014,3115
Helsingør,Foreign citizen,2015,3233
Helsingør,Foreign citizen,2016,3509
Helsingør,Foreign citizen,2017,3673
Helsingør,Foreign citizen,2018,3701
Helsingør,Foreign citizen,2019,3636
Helsingør,Foreign citizen,2020,3705
Helsingør,Foreign citizen,2021,3684
Helsingør,Foreign citizen,2022,3618
Helsingør,Foreign citizen,2023,3859
Helsingør,Foreign citizen,2024,3934
Helsingør,Foreign citizen,2025,4054
Helsingør,Foreign citizen,2026,4197
Herlev,Danish citizen,2008,15603
Herlev,Danish citizen,2009,15615
Herlev,Danish citizen,2010,15472
Herlev,Danish citizen,2011,15429
Herlev,Danish citizen,2012,15358
Herlev,Danish citizen,2013,15418
Herlev,Danish citizen,2014,15696
Herlev,Danish citizen,2015,15800
Herlev,Danish citizen,2016,15810
Herlev,Danish citizen,2017,15740
Herlev,Danish citizen,2018,15653
Herlev,Danish citizen,2019,15740
Herlev,Danish citizen,2020,15802
Herlev,Danish citizen,2021,15732
Herlev,Danish citizen,2022,15613
Herlev,Danish citizen,2023,15559
Herlev,Danish citizen,2024,15685
Herlev,Danish citizen,2025,15995
Herlev,Danish citizen,2026,16135
Herlev,Foreign citizen,2008,1376
Herlev,Foreign citizen,2009,1406
Herlev,Foreign citizen,2010,1448
Herlev,Foreign citizen,2011,1469
Herlev,Foreign citizen,2012,1519
Herlev,Foreign citizen,2013,1614
Herlev,Foreign citizen,2014,1820
Herlev,Foreign citizen,2015,2027
Herlev,Foreign citizen,2016,2100
Herlev,Foreign citizen,2017,2081
Herlev,Foreign citizen,2018,2150
Herlev,Foreign citizen,2019,2202
Herlev,Foreign citizen,2020,2223
Herlev,Foreign citizen,2021,2284
Herlev,Foreign citizen,2022,2371
Herlev,Foreign citizen,2023,2675
Herlev,Foreign citizen,2024,3079
Herlev,Foreign citizen,2025,3607
Herlev,Foreign citizen,2026,4477
Herning,Danish citizen,2008,52431
Herning,Danish citizen,2009,52436
Herning,Danish citizen,2010,52291
Herning,Danish citizen,2011,51947
Herning,Danish citizen,2012,51756
Herning,Danish citizen,2013,51470
Herning,Danish citizen,2014,51214
Herning,Danish citizen,2015,50846
Herning,Danish citizen,2016,50870
Herning,Danish citizen,2017,51016
Herning,Danish citizen,2018,50845
Herning,Danish citizen,2019,50458
Herning,Danish citizen,2020,50429
Herning,Danish citizen,2021,50323
Herning,Danish citizen,2022,50012
Herning,Danish citizen,2023,49776
Herning,Danish citizen,2024,49218
